Id,Name,Target,L1,L2,L3,L4,L5,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5
836493,"Flotsam",4,25,90,40,65,20,0,0,5,5,30,0,0,15,20,20
836525,"Coreopsis",4.5,30,50,75,85,50,40,25,10,0,-5,40,55,75,85,50
836544,"Indian Summer",4.5,75,70,55,40,30,35,50,60,55,55,70,60,50,30,5
836644,"ATBIS 1",4,75,80,45,25,15,25,-15,0,5,5,65,-10,-20,-5,0
836694,"Lingering Doubt",4,25,95,95,90,75,5,0,-15,-25,-30,-15,15,45,65,70
836801,"Pompeii",4.0909,50,40,30,20,25,5,0,0,15,0,25,15,15,25,10
836840,"summer breeze",4.4,40,60,85,50,20,20,30,10,-10,0,20,40,65,-10,-5
836879,"2nd try Strawberry blonde Lauren",4.5,60,85,85,90,75,25,25,25,-15,-10,30,0,0,-10,-15
837189,"Gallery Window",4.5,20,30,55,75,25,5,35,15,5,5,0,20,40,25,-10
837203,"Slab of Soap",4.3333,70,95,80,65,50,20,-10,5,10,15,20,55,55,40,20
837243,"African Brew",4.25,10,30,45,35,15,10,5,15,20,20,10,20,40,25,15
837271,"Indian Spice",4.5,45,25,45,20,30,65,45,40,5,-10,50,35,50,5,35
837320,"hot chocolate world",4.5,45,30,50,80,40,45,30,10,5,35,55,40,40,55,50
837367,"NJ WILD BLUEBERRY FIELDS",4,40,55,55,15,45,50,30,0,0,40,40,50,45,-5,40
837380,"Lexi Room",4.5,50,70,60,25,40,0,0,20,30,35,5,5,5,5,10
837395,"Passive Aggressive",4.1,20,45,100,70,20,5,50,-20,-10,5,5,40,5,5,-5
837400,"Space",4.3333,75,35,30,20,10,10,15,10,5,5,20,15,5,-10,0
837405,"Shades",4,0,10,25,35,45,0,0,0,0,-5,0,5,10,10,10
837425,"sand & sea bren",4,35,35,45,65,40,-20,-5,30,15,5,10,-10,40,55,25
837474,"Japanese art",4.5,30,70,70,95,60,30,20,0,-15,-5,35,55,40,15,0
837544,"Beach Tears Edited",4,30,55,85,70,45,-10,-15,5,15,20,0,5,25,20,0
837545,"Red light water bottom",4.5,10,10,30,40,75,30,25,20,15,30,-20,0,-20,-15,-20
837549,"Soldier.",4,65,30,50,35,15,-5,5,10,-5,-5,10,5,25,35,20
837559,"pongchai",4.5,25,40,55,75,95,10,15,20,20,-5,15,30,40,60,15
837598,"SlippingSTONE 04",4,40,50,70,90,90,50,50,20,0,-5,35,45,55,30,65
837700,"my  soil",4,50,65,70,75,55,20,15,0,5,10,30,40,35,55,50
837705,"Old",4.5,75,85,80,100,90,35,10,10,-10,-20,65,70,50,40,30
837719,"girls",4.5,85,70,65,85,65,15,40,50,30,65,80,60,30,15,-15
837776,"Spring Morning",4.3333,40,100,90,75,55,40,-5,-10,-10,-5,5,25,20,10,0
837833,"Italian sandwich on a  slate kitchen work top",4.5,50,100,85,65,25,65,-5,-40,-30,0,60,10,75,60,0
837837,"alone in a cafe",4.5,20,55,85,75,40,10,20,5,30,35,5,0,45,40,20
837922,"Tommy",4.5,45,55,70,25,10,25,5,0,5,20,15,15,5,-20,-25
837929,"Summer Sunset",4,50,65,70,75,80,30,35,40,35,20,-5,10,25,35,45
837962,"Chocolate n Caramel",4.5,25,70,10,35,20,35,20,10,35,15,30,60,15,45,15
838019,"I love Lucy",4,90,30,95,75,55,-25,-5,-25,-20,-15,10,5,10,10,5
838033,"roots of gurdjieff",4.5,15,20,15,20,25,20,20,10,5,10,20,25,15,25,30
838054,"Wedding Suit",4.5,80,85,90,80,65,45,30,20,15,10,-5,-5,-5,-5,0
838158,"Moroccan Military",4,15,35,60,70,30,-5,40,10,0,-5,-5,40,35,30,30
838180,"Coldspell",4,15,40,70,95,65,-5,-20,-35,-5,-10,-10,-5,0,30,60
838243,"hibernating feelings",4.125,25,15,35,75,100,25,5,0,30,0,0,0,15,30,10
838256,"Reef Boullion",4.5,65,25,70,40,90,10,10,10,10,10,-50,-25,50,40,50
838273,"Air of Uncertainty",4,20,35,50,75,90,10,20,15,10,0,-10,-5,5,15,20
838288,"Misplaced Lime",4,50,75,100,75,60,25,25,-10,-50,-20,-50,-40,55,65,30
838360,"Baltic Sea",4,45,70,100,80,60,-25,-10,5,0,0,0,-10,10,20,35
838517,"Paul",4,45,95,80,55,20,0,-35,-45,35,5,25,65,15,35,10
838989,"Cold",4.5,80,75,100,95,90,5,5,0,-25,-30,-30,-25,-5,-5,10
839014,"my orange",4.5,80,85,75,70,55,10,15,30,50,65,60,70,70,65,65
839045,"Reiki Gold",4,75,85,75,55,35,10,15,0,0,0,55,35,25,15,15
839120,"Sereno",4,35,80,70,90,80,10,25,50,-20,-25,0,60,30,50,35
839304,"Pancakes",4,30,50,65,75,95,40,45,30,20,0,35,60,70,75,45
839564,"Nordic Rain",4.3333,65,100,90,80,50,-10,0,-5,-10,-5,0,15,20,15,10
839591,"Fragile Rose",4,75,95,90,70,55,-5,-5,10,35,40,20,15,20,10,15
839849,"A Drop of Sun",4,90,100,90,55,35,-35,-15,-25,-20,-10,25,60,40,5,-10
839999,"feel good",4.5,40,45,50,60,60,-10,0,15,30,75,0,-5,-5,15,65
840036,"Sweetly",4.25,25,55,65,70,75,15,-10,0,5,25,10,10,20,20,20
840154,"Spa Beach",4.5,10,45,75,60,85,10,0,0,-10,-5,15,25,20,-10,-20
840166,"Water",4.5,100,70,55,25,15,5,0,5,5,5,0,-10,-5,-5,0
840399,"ID Graphics",4,15,40,95,100,60,-5,-25,-15,0,55,-10,10,25,5,60
840562,"Royal Desert",4.3333,25,60,85,25,85,20,10,5,30,30,25,25,20,-20,-20
840649,"what a day",4.5,25,50,75,95,80,45,45,10,-15,-45,35,60,75,55,30
840672,"shannon",4.5,90,95,45,55,35,5,0,-5,50,15,80,60,40,60,40
840712,"Red Earth",4.5,20,45,60,40,55,35,45,45,-10,-35,30,55,65,45,60
840749,"please dont run",4.5,50,65,95,15,80,-25,-35,-15,10,-35,35,10,45,25,15
840794,"theyre best friends.",4,95,65,60,30,5,-5,45,-10,0,10,50,40,20,-10,-20
840803,"vista grande",4,50,65,95,90,75,25,10,-20,-35,0,55,70,0,0,-35
840809,"Warm colours from India",4.5,40,10,80,65,65,30,10,5,10,-5,40,15,40,55,35
840881,"Colour",4.5,5,60,75,90,10,20,50,30,5,20,10,40,55,35,-30
840991,"muted easter",4,60,85,85,90,95,10,-15,0,20,-10,20,35,-5,10,45
841038,"Weets",4,60,40,15,100,25,65,55,20,-5,-15,40,35,5,30,20
841092,"Warm",4,60,80,90,40,25,15,10,5,15,10,15,20,20,-15,5
841207,"mesozoic",4,15,25,40,50,75,0,-10,-20,5,20,20,10,5,35,60
841232,"Faith & Hope",4,60,65,45,40,35,35,25,65,55,45,45,50,10,0,-10
841281,"Rainy Morning",4,100,100,85,65,65,-5,0,5,10,10,15,10,0,0,-5
841292,"Thunder Storm",4,25,25,20,20,100,5,5,5,5,5,0,-5,-5,-5,0
841304,"Mundo",4.5,100,90,65,35,15,5,0,35,-5,20,0,50,50,-20,-35
841346,"Jardim",4.1667,80,65,55,45,35,20,15,-5,5,0,50,60,35,30,5
841374,"hyper activity",4,15,25,55,80,95,-5,-5,80,0,-40,5,-15,50,35,95
841480,"Grilled cheese",4,20,40,65,80,75,5,15,35,20,10,10,25,65,65,25
841489,"Swish!",4,95,80,50,35,15,-35,-20,-15,-5,5,75,75,35,5,0
841530,"Spring has sprung",4.4,75,65,40,15,85,-50,-40,-20,-5,-55,45,45,10,0,10
841540,"Princess Grunge",4,65,50,35,25,15,65,30,20,10,5,-40,-20,0,5,5
841581,"Syork",4,25,15,25,50,95,40,10,0,-20,-40,10,-15,0,35,85
841589,"inside the earth",4.5,30,80,75,55,20,40,25,-10,-10,5,15,30,40,30,0
841724,"Muddy Dress",4.5,45,20,35,50,80,30,5,5,5,0,25,15,10,10,20
841806,"ArchDaily",4,20,45,85,95,70,0,15,-30,-15,5,-10,40,25,-5,65
841835,"pumpkin",4,55,75,80,60,85,-25,-5,-10,25,10,40,70,40,45,70
841848,"Classic City",4.5,25,30,15,25,25,0,0,5,-5,5,10,0,0,15,5
842077,"Raining in Tuscany",4,85,60,70,80,75,35,30,30,35,25,0,-5,0,5,35
842101,"menu",4,10,20,85,70,100,30,35,5,5,0,20,30,10,10,5
842131,"plums cake",4,25,55,35,90,20,45,25,35,5,40,15,5,5,0,5
842145,"2464113",4,35,20,30,55,75,15,5,0,-5,-5,30,-5,10,30,45
842248,"Ai Kombi3",4,55,75,80,95,90,0,-5,-5,-5,-10,20,40,35,30,20
842259,"Women",4,65,95,100,95,90,40,5,0,-10,-5,45,30,25,0,-10
842385,"african drums",4,80,40,20,80,35,25,15,40,10,-10,65,50,30,35,10
842393,"dark to lime",4.5,95,80,35,30,20,-55,5,5,5,5,90,-10,-10,-15,-15
842421,"wake up",4.25,15,40,60,80,95,10,10,5,0,-5,-5,-5,15,40,60
842546,"Turtles Nest",4,50,65,60,35,20,-30,-20,-5,5,0,25,55,60,45,20
842562,"Dark Forest",4,5,5,20,25,5,5,20,30,15,25,5,10,30,35,-5
842627,"Everybody Vogue",4,10,30,85,15,10,10,5,5,0,25,-15,-5,20,-15,-20
842673,"greengold interior",4,65,45,70,95,40,-10,25,15,5,-5,20,40,45,20,15
842701,"salting around",4.3333,90,75,50,40,15,10,10,15,15,25,-5,-15,-20,10,-15
842713,"font paris",4,100,55,15,70,50,0,-15,5,5,5,0,5,0,50,50
842733,"brown stain",4,65,85,80,60,50,15,10,20,25,10,70,55,65,70,55
842763,"Red Rock",4.5,20,35,45,65,35,10,25,45,45,10,20,25,40,45,-30
842859,"perfect fit",4,30,65,25,85,40,5,10,5,-5,10,0,-30,0,35,15
842893,"ocean breeze",4,90,75,55,40,20,5,0,-25,-20,-10,20,20,5,0,-5
842897,"Passion",4,65,50,30,20,15,55,70,55,25,5,60,35,15,0,-5
842900,"alone.",4.3333,45,65,80,20,10,25,20,10,5,5,10,20,25,-10,-5
842908,"sea salt",4,60,85,65,50,45,-40,0,-45,-35,-40,5,25,15,15,20
842910,"Golden Acoustics RC1 B",4.5,90,75,55,45,30,10,5,5,0,-5,50,30,10,-5,-20
842914,"faded vision",4.5,25,65,40,50,60,15,10,45,40,10,5,35,40,45,50
842916,"sophisticated green",4,95,70,70,60,30,5,-15,-20,-10,-5,5,55,65,25,10
842971,"Hysterical",4.3333,85,75,65,55,35,-10,-10,-10,-5,-5,10,10,10,5,5
842973,"Royal Easter",4,75,75,75,75,25,10,10,20,25,20,45,50,55,65,-10
842995,"Grandmas Sweater",4.3333,70,50,85,50,70,-10,-5,-5,5,0,0,-10,55,10,25
842997,"Sitting at the piano",4.3333,10,25,40,90,35,5,20,15,10,45,10,20,35,20,25
843002,"yellow rose",4.5,40,50,75,85,15,50,10,10,-5,-20,50,55,75,40,20
843006,"symbiosis",4,85,85,35,10,10,-20,-25,-10,-5,-5,45,55,-10,-5,10
843064,"freedom loving",4,20,30,55,95,95,-5,0,-10,-30,-50,15,10,5,15,20
843087,"greengirl",4.5,35,65,95,85,75,30,50,-5,-15,-25,20,65,40,65,60
843104,"Eden",4,90,85,15,100,75,-10,-50,5,0,20,-15,5,15,5,75
843111,"Hot",4.5,15,45,85,65,25,25,65,5,5,5,15,45,20,20,10
843129,"zen garden",4,80,100,15,30,75,0,5,10,0,15,0,0,5,5,5
843140,"Bulbs Galore",4,65,55,75,75,70,0,35,10,-10,-15,50,50,65,60,40
843144,"Copy of Outsider",4.5,50,65,60,45,20,25,-10,-10,-10,0,-15,-15,-25,-20,-5
843150,"Pebble Beach",4,85,100,80,75,65,0,0,40,10,0,5,5,0,10,5
843156,"sunset sea",4.5,55,75,10,25,40,45,15,10,15,20,30,25,0,0,5
843161,"After Dinner Mints",4.3333,100,70,50,20,90,-5,10,10,15,-25,35,25,15,25,70
843202,"deep salmon",4.5,15,45,55,90,95,20,50,20,0,0,10,35,40,25,20
843262,"bread",4,75,25,60,65,30,15,20,25,25,50,25,30,50,50,30
843348,"Bundle of Roses",4.5,80,95,40,80,70,25,0,-5,35,45,10,15,30,10,15
843355,"fancy cappuccino shop 2",4,65,65,90,35,50,20,15,5,0,50,30,35,40,-5,15
843398,"reed desk with hook",4.5,15,30,55,65,65,25,35,40,30,55,15,35,55,60,20
843414,"tunisian spice",4.5,40,50,55,60,25,30,20,30,20,40,45,50,65,65,35
843459,"David Lindquist",4,95,85,65,95,85,-10,-25,-20,-15,-30,80,80,70,20,15
843477,"male socks",4,60,30,95,30,45,-5,-5,0,10,20,20,0,-10,-5,0
843498,"For old times sake",4,20,35,75,85,55,-5,0,10,5,50,0,15,40,30,40
843511,"Chocolate Bar",4.5,25,30,25,30,30,20,15,10,5,10,10,15,15,20,20
843520,"Easter Sunday",4.5,65,55,65,70,60,85,70,65,45,55,-40,10,40,55,45
843522,"Pacific Rim",4.5,25,45,50,55,60,45,-5,5,5,-20,35,-5,10,15,55
843530,"Earth Movers",4.5,15,35,50,75,90,5,5,5,30,0,5,5,15,80,85
843548,"Not Too Perky",4.3333,100,80,75,45,70,-10,0,20,40,35,55,70,55,35,25
843592,"Seven Desert",4,5,45,90,75,60,0,40,0,0,-5,0,30,45,30,25
843735,"the sun blur the vision",4.1667,25,40,60,70,95,-5,-5,-10,-10,-5,-5,0,10,30,70
843746,"Candlelight ETG",4,95,80,35,15,10,0,30,10,0,5,55,60,40,5,5
843756,"Loneliness ETG",4,40,45,40,40,45,5,5,5,5,10,-10,-5,5,5,0
843773,"Yeti in the Living Room",4.3333,40,55,85,65,25,20,10,5,10,5,10,10,5,15,-10
843775,"Bird of Prey",4.5,45,55,70,80,45,20,15,5,-5,10,30,40,60,15,-25
843794,"The fool",4.3333,10,25,35,95,40,30,40,35,-5,-10,20,40,45,55,45
843823,"red on a cloudy day",4.5,25,30,85,70,45,25,35,-10,-10,-5,10,25,0,0,-5
843826,"as milk but its not",4.5,65,35,55,65,40,10,15,25,35,40,45,30,25,5,-5
843828,"Beige",4,5,40,65,85,85,0,5,5,0,-5,0,10,20,25,40
843833,"blue and gold",4.25,15,25,65,85,20,5,-5,5,0,0,15,15,65,85,-15
843881,"Hot Dog with Mustard Ketchup and Relish",4,40,35,25,15,25,5,15,20,20,0,40,30,25,15,25
843981,"Ran",4.5,25,70,95,90,65,20,-10,-20,-35,-30,30,40,30,30,5
843986,"Decoy",4,85,80,75,10,45,0,-5,-20,25,65,15,20,10,-10,45
843987,"Lounging By the Pool",4.25,80,70,20,70,100,-10,-10,5,-25,0,0,-5,5,50,5
844025,"ghsp",4,55,75,85,20,45,25,15,10,40,30,20,40,50,-20,0
844046,"Mint Chip Ice Cream on a Waffle Cone",4,85,25,80,95,100,15,15,-20,-20,-15,30,10,15,25,10
844154,"Captain Disapproval",4,100,85,85,40,50,5,0,-10,15,70,0,85,35,-45,30
844158,"Dance mix",4,60,75,65,50,40,10,15,60,40,50,15,40,35,-10,-50
844197,"Kawasaki",4.3333,75,70,55,25,15,-55,0,5,0,0,60,5,0,0,0
844234,"gold fever",4.3333,50,60,75,80,0,0,0,-5,-5,0,30,30,45,55,0
844238,"we belong together",4,30,40,45,45,45,5,10,15,20,30,-15,-10,0,10,20
844310,"talita3",4.5,40,75,90,50,20,25,5,-5,-25,0,35,65,60,30,25
844464,"warm whispers",4.25,95,90,75,55,20,-10,-5,15,-5,15,55,50,30,10,-15
844500,"Beach and Sand",4,40,70,95,70,95,35,10,0,-10,-10,20,25,15,5,60
844508,"japanese flowers",4,40,25,35,80,50,55,5,5,35,75,35,25,35,-5,-5
844520,"ROI  COLOR",4.5,55,20,30,45,85,5,0,-15,-10,-10,40,5,5,-10,15
844521,"weeoow",4,60,65,75,70,60,55,45,30,-20,-30,60,60,60,65,10
844543,"Gift from Victoria",4.5,40,45,35,30,40,55,60,45,40,40,10,10,-55,-10,-10
844550,"Candles by the bed",4,65,60,60,30,55,15,15,20,50,-10,40,40,45,10,35
844578,"Vanilla Sugar",4,35,45,50,70,45,25,30,30,25,35,20,25,30,25,10
844603,"Midnight Rainbow",4.1667,25,35,45,55,75,0,0,5,10,-15,0,0,-10,-5,25
844612,"Plot",4.5,35,65,75,80,70,-5,0,-5,10,30,0,-5,10,5,15
844624,"Butter",4,85,75,95,80,65,-25,-35,-5,0,10,10,15,35,30,35
844640,"Missed the Boat",4,10,20,30,85,70,10,20,20,-10,-30,10,10,-10,25,5
844728,"Pink Frog",4.5,35,55,70,35,70,30,40,35,-5,-10,10,25,20,20,35
844743,"Vibe",4.5,30,65,80,80,90,-5,-30,-20,25,10,15,5,20,60,25
844744,"Goodbye to Winter",4.5,100,100,100,95,95,-15,-10,-5,0,5,20,20,20,0,-10
844954,"Classy",4.5,100,70,50,15,0,5,0,0,20,0,0,20,15,-15,0
844971,"fate",4,15,15,50,55,15,10,0,5,0,-5,10,0,20,25,5
845011,"tech project",4,30,50,40,65,70,15,30,-15,-25,-10,20,40,0,-5,0
845029,"Toyota",4,5,30,100,50,50,0,0,5,75,0,0,0,0,60,5
845038,"Jump into the Muck",4,85,70,65,45,25,-10,-10,-20,-25,-5,30,25,10,15,15
845061,"Gentelmen",4.3333,45,80,45,20,10,55,0,-5,-5,0,55,20,5,0,0
845074,"Artichoke",4.5,100,45,65,55,10,0,0,0,-5,20,5,45,40,50,10
845084,"TACdark",4.5,35,25,45,55,15,25,10,20,5,-5,15,10,15,15,5
845133,"Hour",4.3333,30,65,90,70,80,15,20,0,-30,-15,25,40,45,20,45
845197,"Sunsets Last Breath",4,40,35,35,30,35,15,20,25,15,35,5,0,0,-10,15
845209,"ocean cookie",4.5,30,60,25,35,55,-10,-20,15,45,15,5,5,15,40,25
845225,"Happiness",4,70,50,90,10,60,15,-5,-5,15,35,10,15,10,-10,0
845231,"Cherri",4,15,55,35,20,45,5,30,0,5,40,5,45,-5,-15,5
845239,"Lighthouse",4.5,25,20,20,15,50,-5,-5,-5,5,10,5,0,-5,-15,40
845260,"Stung by a Thorn",4,25,35,45,65,55,45,10,-5,35,40,10,5,15,10,10
845319,"Kilt of Greys",4,25,20,20,20,65,0,0,5,5,35,0,0,0,5,-20
845435,"Samontip",4.5,60,60,85,95,35,45,-15,-5,5,0,45,5,30,-5,10
845474,"Art of Lost Days",4,35,30,20,40,40,30,40,15,-5,25,-20,-15,-20,-15,-30
845607,"Storm and Gold",4.5,55,75,40,30,65,5,0,-5,0,0,50,15,-5,0,0
845754,"ray",4,100,80,65,65,70,-20,-5,0,15,30,40,15,0,-25,-50
845755,"noblesse",4,35,45,50,55,65,10,5,0,0,-10,0,5,15,25,50
845808,"On Vacation",4.5,75,70,60,45,40,35,40,45,30,20,40,40,35,20,5
845932,"Colorblind",4,85,80,80,80,80,-25,-10,0,10,25,5,5,5,5,10
845966,"Sepia Memories",4.5,55,65,75,15,5,25,20,15,5,5,30,35,30,10,5
846122,"Rusty Old Car",4,50,75,80,95,30,-5,-5,-5,0,45,-10,0,10,20,45
846153,"Snoozing by the Pond",4,75,70,50,30,90,-10,-10,-15,-15,-15,25,10,0,-5,10
846166,"Fairies in the glade",4.5,55,85,85,90,90,20,-40,-35,-30,-25,-15,20,15,10,10
846172,"Indonesia",4.6667,35,85,100,50,80,-30,-50,0,10,20,20,10,0,35,50
846199,"Periwinkle  jackie",4.3333,60,50,45,25,15,10,20,25,30,20,30,-30,-35,-40,-25
846210,"Spring Splash!",4,95,65,65,60,60,-35,75,70,65,60,45,-10,-5,0,10
846211,"foto Thomas",4,60,65,60,70,70,30,20,10,5,10,25,30,25,40,35
846296,"Analogous.1",4,60,60,75,80,70,70,55,40,20,30,45,50,55,70,60
846333,"Floral investigation",4,10,20,35,45,90,0,0,30,45,-15,0,-5,15,10,40
846367,"Muddy stream",4,75,60,40,25,15,-40,-15,0,10,5,10,20,20,10,5
846372,"April snow",4.25,45,55,75,80,25,35,25,25,0,0,35,40,35,25,5
846374,"JAPANESE LOVE",4,75,55,45,45,40,-25,-15,0,10,20,15,0,-20,-25,-30
846384,"Ode to rust",4.25,20,30,55,70,90,20,25,5,0,-5,25,25,45,55,55
846394,"Uniformity",4.5,5,5,10,45,95,5,10,15,35,10,0,-15,-10,0,15
846468,"kowa",4.5,60,85,85,55,30,55,0,-25,-35,-10,70,85,75,10,-15
846503,"Happy sushi",4.5,40,15,60,60,85,45,5,-5,35,0,50,15,60,65,40
846585,"Upland",4.5,90,90,60,35,15,0,5,-5,5,5,50,80,35,5,-5
846608,"twentynine palms oasis",4.5,50,35,30,50,65,-20,-5,5,0,0,5,0,15,35,35
846696,"Spring in Retro",4.25,20,60,80,80,75,20,-10,-10,20,30,10,5,35,40,30
846805,"Vintage Sidesaddle",4.5,15,30,65,20,10,0,0,5,10,5,0,5,10,5,5
846976,"Map Site",4.5,40,30,60,45,25,-30,20,5,-25,10,40,15,25,35,20
846999,"little mouse",4,40,65,85,55,10,10,35,15,15,15,35,15,20,30,10
847052,"ooe",4.3333,90,40,35,25,15,0,5,-25,-15,-10,0,5,5,-5,0
847062,"ioliol",4.5,20,85,45,65,80,5,5,30,35,15,-5,-5,30,50,45
847079,"spritz",4,45,60,100,85,30,55,-10,-10,-10,-25,55,40,65,85,25
847088,"caihongsan 1",4,65,55,45,35,30,60,75,65,50,35,20,25,10,-5,-5
847116,"Mr. Mystery",4,10,5,25,60,75,5,0,-20,-20,-5,10,5,15,30,40
847155,"mountainmomma  sunrise",4.5,50,70,75,85,30,10,20,20,0,0,25,45,60,55,-15
847261,"Pink Roses Bouquet",4.5,65,65,60,50,25,45,50,50,50,-10,30,20,20,30,15
847279,"SysLogic",5,35,50,30,50,70,0,45,0,0,0,-5,50,10,15,20
847308,"Serenity Station Industrial",4.5,35,30,20,10,5,10,35,40,5,5,40,40,15,-5,0
847310,"Beach in September",4.5,35,60,65,100,50,15,55,-45,-10,-10,15,50,20,5,5
847348,"Cocao Beach Baby Brown",4,75,20,80,60,45,25,10,30,25,20,30,10,30,25,20
847395,"Tafe",4.3333,80,100,100,85,60,5,-5,-30,15,75,-30,20,55,85,70
847414,"Tafe Online",4.6667,60,75,80,95,55,55,25,10,0,-15,70,80,80,15,-20
847427,"Summer colors",4.5,95,70,90,60,80,0,5,5,5,30,20,30,-15,-20,40
847428,"Beet Ham and  Lettuce Sandwich",4.2,90,80,35,55,65,-45,-25,5,45,45,70,25,5,10,45
847465,"sun at noon",4,60,85,95,95,85,30,5,-5,-30,-40,45,60,55,65,50
847472,"Fresh Money ii",4,55,95,80,70,25,-30,0,-30,-50,-20,0,15,45,65,30
847684,"Business Casual",4,50,95,55,55,15,5,0,25,-5,5,10,10,20,-5,-5
847736,"Moonstone",4,95,90,85,85,85,-20,-15,-10,0,-5,5,5,10,10,0
847780,"Wild Thing",4,60,45,35,20,10,80,70,60,45,25,50,30,15,0,-5
847786,"Wine",4,75,65,55,45,35,-10,-15,-20,-5,35,70,30,0,-20,-5
847802,"Amino",4.3333,20,40,70,80,40,5,15,0,0,-15,0,20,40,10,-15
847836,"dusk",4.5,75,65,40,10,5,25,50,15,20,5,65,60,15,10,5
847884,"Pre sal",4.1667,70,80,70,40,30,20,10,-20,-25,-10,55,45,40,0,-5
847919,"Raining oranges",4,60,75,65,40,30,50,20,0,-5,-10,60,45,20,10,0
847927,"Fingerpainted",4,70,55,40,20,15,30,-10,-15,5,10,75,50,30,-15,-15
847943,"The edge of ugly",4,55,50,20,30,70,50,60,10,25,-20,55,55,0,-10,65
847966,"Funkadelic2",4,25,60,80,65,55,-10,-5,-10,50,0,-5,65,80,70,10
847967,"Layers of Gold",4.5,25,35,50,75,35,10,20,25,30,10,5,30,45,70,-25
847982,"Aviador Compuesto",4.5,50,35,25,50,70,-20,-5,5,0,0,-5,-5,25,45,25
847983,"Fall Again",4.5,5,10,25,30,35,20,30,45,10,25,10,20,35,25,45
847986,"Spicy 123",4.5,20,30,55,65,85,5,35,40,5,5,0,20,40,25,20
848010,"Tattoo Ink",4,80,65,50,35,60,10,60,65,20,-25,70,70,50,-10,-15
848029,"Cedar bog",4.5,20,55,75,60,95,0,-5,5,10,0,0,15,20,35,30
848068,"Mumbai",4.5,45,70,80,85,15,55,50,25,5,10,55,75,80,90,-10
848145,"Organic  Food",4.5,70,80,65,45,20,0,-5,-5,-10,10,70,30,35,15,15
848172,"Somebody call 911",4.5,25,30,30,30,55,5,5,10,10,75,-5,-5,-10,-10,40
848246,"Outrun",4,95,80,50,10,5,-30,-40,65,10,0,90,-10,55,0,0
848263,"Atlas",4,15,10,10,5,45,5,5,5,0,-35,-5,-5,-5,0,15
848299,"Little Star",4.5,55,70,95,75,5,60,35,0,0,5,55,60,25,15,-10
848317,"Dance with Me in the Garden",4,75,70,70,70,70,-25,35,35,35,35,30,25,20,15,10
848340,"SMAnalogous set1",4,55,60,70,80,65,55,65,65,25,50,-75,-55,-5,55,40
848369,"Quiet Easter",4,70,65,70,65,65,25,35,40,35,20,-30,-20,-5,15,35
848387,"Sweet Spring Night",4.5,55,55,55,50,25,-15,-10,-10,-5,0,5,0,-5,-10,-5
848392,"PrettyColors",4,85,70,65,50,50,-35,65,75,70,70,70,-40,-45,-30,-15
848422,"Totem",4,100,95,90,95,100,-20,-60,-75,-45,-10,5,25,55,90,30
848425,"Vacant Industrial",4,65,35,95,65,45,5,0,0,0,0,10,-5,0,-5,-5
848476,"Tardis",4.3333,10,60,45,35,5,5,10,-20,0,0,10,40,10,10,5
848485,"Cheerful tranquility",4,100,30,50,5,100,0,-5,-10,5,-15,5,-10,-10,-10,85
848514,"Vicinos",4.3333,10,30,70,85,100,10,10,0,5,0,15,30,55,45,20
848531,"Eye Spy the Middle!!!",4,60,20,65,20,95,5,0,-25,0,-5,40,0,35,-5,70
848555,"Vintage Beauty",4,20,90,70,45,35,5,-20,35,50,40,5,70,15,15,10
848586,"Vintage Kari",4.3333,15,80,100,85,15,40,30,-5,-25,10,15,5,5,-10,10
848614,"Veils of Blue",4,60,60,60,65,60,10,10,10,15,0,-35,-30,-25,-15,-15
848645,"bubblegum",4.5,70,95,75,55,35,0,-5,35,50,50,40,25,-30,-15,-15
848655,"Sweet Carol Lime",4.125,35,60,50,35,45,0,5,20,10,0,5,30,35,25,25
848677,"Dianes Navy to Warm Gold",4.2,55,50,40,30,25,25,20,20,10,0,40,30,20,10,-5
848836,"Dance !",4.2,65,55,60,100,65,100,80,70,10,65,-60,5,50,0,-15
848898,"April Fool",4.5,55,70,95,95,80,85,50,-5,-65,-30,50,75,90,85,-15
849022,"Brown and Blue",4.5,10,15,25,30,85,5,15,25,30,-25,10,20,30,35,-5
849032,"The Iron Giant",4,65,70,90,15,20,60,40,-5,25,10,55,50,65,-35,-10
849035,"Colosseum I",4,60,25,50,85,90,60,10,10,10,-5,50,20,45,50,55
849082,"Slick",4,25,30,25,30,30,20,20,10,10,15,-5,5,5,10,10
849112,"Peaceful",4,10,15,80,95,20,5,-5,-15,10,0,10,0,20,15,-10
849117,"flower",4.25,55,70,60,75,60,50,40,40,25,-15,35,40,55,80,30
849190,"05410",4,80,70,80,50,30,-10,-15,-10,55,15,-10,5,25,40,5
849237,"Raindrops On Violets",4,30,45,55,70,80,35,20,5,-10,-20,-30,-25,-15,-10,-5
849270,"Pale",4,80,80,80,65,40,-5,-15,-15,20,0,35,20,5,-25,-5
849282,"Glee",4,90,80,65,60,75,0,-10,-25,-20,-5,10,15,35,10,10
849291,"Color Charcoal",4,45,60,75,50,40,5,0,0,-5,5,0,5,15,20,20
849308,"Innocent Feeling",4.5,60,85,95,70,55,5,-5,0,-10,-10,35,30,15,10,-5
849328,"Park Avenue Shift",4.0435,85,35,20,100,85,-30,15,0,-5,-40,70,30,10,30,5
849437,"Frog Bog",4.5,20,65,85,60,30,20,0,-5,-5,-10,15,40,50,20,25
